Number_of_throws;	Integral_value;	Integral_error;	sigma_value;	sigma_error;	Chi^2;	prob_poisson
7180000;	5.00012e-01;	1.06119e-04;	8.33175e-02;	2.86927e-05;	1.99061e-07;	1.99061e-10
7190000;	5.00011e-01;	1.05975e-04;	8.33158e-02;	2.86995e-05;	1.98785e-07;	1.98785e-10
7200000;	5.00012e-01;	1.05833e-04;	8.33168e-02;	2.86745e-05;	1.98509e-07;	1.98509e-10
7210000;	5.00009e-01;	1.05724e-04;	8.33176e-02;	2.86472e-05;	1.98234e-07;	1.98234e-10
7220000;	5.00005e-01;	1.05647e-04;	8.33173e-02;	2.86088e-05;	1.97960e-07;	1.97960e-10
7230000;	5.00012e-01;	1.05699e-04;	8.33148e-02;	2.86828e-05;	1.97686e-07;	1.97686e-10
7240000;	5.00014e-01;	1.05579e-04;	8.33158e-02;	2.86624e-05;	1.97414e-07;	1.97414e-10
7250000;	5.00013e-01;	1.05440e-04;	8.33167e-02;	2.86369e-05;	1.97142e-07;	1.97142e-10
7260000;	5.00014e-01;	1.05300e-04;	8.33167e-02;	2.85974e-05;	1.96871e-07;	1.96871e-10
7270000;	5.00013e-01;	1.05163e-04;	8.33166e-02;	2.85583e-05;	1.96601e-07;	1.96601e-10
7280000;	5.00013e-01;	1.05019e-04;	8.33161e-02;	2.85237e-05;	1.96331e-07;	1.96331e-10
7290000;	5.00014e-01;	1.04889e-04;	8.33175e-02;	2.85209e-05;	1.96062e-07;	1.96062e-10
7300000;	5.00014e-01;	1.04746e-04;	8.33176e-02;	2.84819e-05;	1.95794e-07;	1.95794e-10
7310000;	5.00020e-01;	1.04761e-04;	8.33179e-02;	2.84448e-05;	1.95527e-07;	1.95527e-10
7320000;	5.00019e-01;	1.04618e-04;	8.33171e-02;	2.84175e-05;	1.95261e-07;	1.95261e-10
7330000;	5.00016e-01;	1.04533e-04;	8.33177e-02;	2.83837e-05;	1.94996e-07;	1.94996e-10
7340000;	5.00020e-01;	1.04461e-04;	8.33164e-02;	2.83740e-05;	1.94731e-07;	1.94731e-10
7350000;	5.00021e-01;	1.04327e-04;	8.33160e-02;	2.83386e-05;	1.94467e-07;	1.94467e-10
7360000;	5.00025e-01;	1.04272e-04;	8.33163e-02;	2.83017e-05;	1.94205e-07;	1.94205e-10
7370000;	5.00020e-01;	1.04254e-04;	8.33150e-02;	2.82896e-05;	1.93943e-07;	1.93943e-10
7380000;	5.00019e-01;	1.04120e-04;	8.33160e-02;	2.82691e-05;	1.93681e-07;	1.93681e-10
7390000;	5.00019e-01;	1.03979e-04;	8.33165e-02;	2.82354e-05;	1.93420e-07;	1.93420e-10
7400000;	5.00014e-01;	1.03953e-04;	8.33158e-02;	2.82072e-05;	1.93159e-07;	1.93159e-10
7410000;	5.00016e-01;	1.03831e-04;	8.33152e-02;	2.81748e-05;	1.92899e-07;	1.92899e-10
7420000;	5.00013e-01;	1.03764e-04;	8.33143e-02;	2.81532e-05;	1.92639e-07;	1.92639e-10
7430000;	5.00015e-01;	1.03662e-04;	8.33146e-02;	2.81176e-05;	1.92381e-07;	1.92381e-10
7440000;	5.00014e-01;	1.03534e-04;	8.33147e-02;	2.80799e-05;	1.92123e-07;	1.92123e-10
7450000;	5.00015e-01;	1.03399e-04;	8.33154e-02;	2.80509e-05;	1.91865e-07;	1.91865e-10
7460000;	5.00016e-01;	1.03264e-04;	8.33157e-02;	2.80149e-05;	1.91609e-07;	1.91609e-10
7470000;	5.00013e-01;	1.03152e-04;	8.33155e-02;	2.79782e-05;	1.91353e-07;	1.91353e-10
7480000;	5.00014e-01;	1.03019e-04;	8.33130e-02;	2.80515e-05;	1.91098e-07;	1.91098e-10
7490000;	5.00008e-01;	1.03057e-04;	8.33137e-02;	2.80228e-05;	1.90843e-07;	1.90843e-10
7500000;	5.00012e-01;	1.02988e-04;	8.33136e-02;	2.79855e-05;	1.90589e-07;	1.90589e-10
7510000;	5.00006e-01;	1.03065e-04;	8.33118e-02;	2.80052e-05;	1.90335e-07;	1.90335e-10
7520000;	5.00008e-01;	1.02962e-04;	8.33113e-02;	2.79727e-05;	1.90082e-07;	1.90082e-10
7530000;	5.00012e-01;	1.02911e-04;	8.33113e-02;	2.79355e-05;	1.89830e-07;	1.89830e-10
7540000;	5.00016e-01;	1.02824e-04;	8.33121e-02;	2.79094e-05;	1.89579e-07;	1.89579e-10
7550000;	5.00012e-01;	1.02745e-04;	8.33127e-02;	2.78798e-05;	1.89328e-07;	1.89328e-10
7560000;	5.00008e-01;	1.02711e-04;	8.33130e-02;	2.78445e-05;	1.89078e-07;	1.89078e-10
7570000;	5.00010e-01;	1.02599e-04;	8.33132e-02;	2.78083e-05;	1.88828e-07;	1.88828e-10
7580000;	5.00011e-01;	1.02469e-04;	8.33136e-02;	2.77742e-05;	1.88580e-07;	1.88580e-10
7590000;	5.00014e-01;	1.02386e-04;	8.33132e-02;	2.77403e-05;	1.88332e-07;	1.88332e-10
7600000;	5.00010e-01;	1.02328e-04;	8.33132e-02;	2.77038e-05;	1.88084e-07;	1.88084e-10
7610000;	5.00005e-01;	1.02315e-04;	8.33160e-02;	2.78128e-05;	1.87837e-07;	1.87837e-10
7620000;	5.00003e-01;	1.02206e-04;	8.33158e-02;	2.77770e-05;	1.87591e-07;	1.87591e-10
7630000;	4.99998e-01;	1.02169e-04;	8.33155e-02;	2.77427e-05;	1.87345e-07;	1.87345e-10
7640000;	5.00007e-01;	1.02374e-04;	8.33168e-02;	2.77352e-05;	1.87100e-07;	1.87100e-10
7650000;	5.00004e-01;	1.02282e-04;	8.33167e-02;	2.76991e-05;	1.86855e-07;	1.86855e-10
7660000;	5.00003e-01;	1.02153e-04;	8.33168e-02;	2.76632e-05;	1.86611e-07;	1.86611e-10
7670000;	5.00007e-01;	1.02090e-04;	8.33166e-02;	2.76281e-05;	1.86368e-07;	1.86368e-10
7680000;	5.00006e-01;	1.01960e-04;	8.33171e-02;	2.75970e-05;	1.86125e-07;	1.86125e-10
7690000;	5.00005e-01;	1.01829e-04;	8.33170e-02;	2.75612e-05;	1.85883e-07;	1.85883e-10
7700000;	5.00003e-01;	1.01714e-04;	8.33169e-02;	2.75257e-05;	1.85642e-07;	1.85642e-10
7710000;	5.00000e-01;	1.01640e-04;	8.33179e-02;	2.75100e-05;	1.85401e-07;	1.85401e-10
7720000;	4.99999e-01;	1.01519e-04;	8.33160e-02;	2.75424e-05;	1.85161e-07;	1.85161e-10
7730000;	4.99998e-01;	1.01390e-04;	8.33157e-02;	2.75080e-05;	1.84922e-07;	1.84922e-10
7740000;	5.00000e-01;	1.01279e-04;	8.33169e-02;	2.74954e-05;	1.84683e-07;	1.84683e-10
7750000;	5.00000e-01;	1.01149e-04;	8.33164e-02;	2.74633e-05;	1.84444e-07;	1.84444e-10
7760000;	5.00000e-01;	1.01019e-04;	8.33178e-02;	2.74647e-05;	1.84207e-07;	1.84207e-10
7770000;	5.00005e-01;	1.01023e-04;	8.33177e-02;	2.74295e-05;	1.83970e-07;	1.83970e-10
7780000;	5.00002e-01;	1.00936e-04;	8.33191e-02;	2.74280e-05;	1.83733e-07;	1.83733e-10
7790000;	5.00004e-01;	1.00816e-04;	8.33195e-02;	2.73957e-05;	1.83497e-07;	1.83497e-10
7800000;	5.00002e-01;	1.00698e-04;	8.33208e-02;	2.73923e-05;	1.83262e-07;	1.83262e-10
7810000;	4.99999e-01;	1.00628e-04;	8.33223e-02;	2.73992e-05;	1.83027e-07;	1.83027e-10
7820000;	5.00005e-01;	1.00697e-04;	8.33216e-02;	2.73732e-05;	1.82793e-07;	1.82793e-10
7830000;	5.00009e-01;	1.00636e-04;	8.33225e-02;	2.73524e-05;	1.82560e-07;	1.82560e-10
7840000;	5.00008e-01;	1.00509e-04;	8.33209e-02;	2.73641e-05;	1.82328e-07;	1.82328e-10
7850000;	5.00006e-01;	1.00405e-04;	8.33230e-02;	2.74125e-05;	1.82095e-07;	1.82095e-10
7860000;	5.00008e-01;	1.00300e-04;	8.33232e-02;	2.73779e-05;	1.81864e-07;	1.81864e-10
7870000;	5.00007e-01;	1.00181e-04;	8.33218e-02;	2.73777e-05;	1.81633e-07;	1.81633e-10
7880000;	5.00009e-01;	1.00089e-04;	8.33215e-02;	2.73444e-05;	1.81403e-07;	1.81403e-10
7890000;	5.00010e-01;	9.99633e-05;	8.33224e-02;	2.73239e-05;	1.81173e-07;	1.81173e-10
7900000;	5.00007e-01;	9.98643e-05;	8.33232e-02;	2.73017e-05;	1.80944e-07;	1.80944e-10
7910000;	5.00010e-01;	9.97597e-05;	8.33250e-02;	2.73267e-05;	1.80715e-07;	1.80715e-10
7920000;	5.00007e-01;	9.96773e-05;	8.33249e-02;	2.72925e-05;	1.80487e-07;	1.80487e-10
7930000;	5.00015e-01;	9.99521e-05;	8.33263e-02;	2.72935e-05;	1.80260e-07;	1.80260e-10
7940000;	5.00011e-01;	9.99095e-05;	8.33247e-02;	2.73065e-05;	1.80033e-07;	1.80033e-10
7950000;	5.00004e-01;	1.00061e-04;	8.33229e-02;	2.73285e-05;	1.79807e-07;	1.79807e-10
7960000;	5.00002e-01;	9.99622e-05;	8.33223e-02;	2.73004e-05;	1.79581e-07;	1.79581e-10
7970000;	4.99999e-01;	9.98604e-05;	8.33231e-02;	2.72774e-05;	1.79356e-07;	1.79356e-10
7980000;	5.00001e-01;	9.97491e-05;	8.33222e-02;	2.72592e-05;	1.79131e-07;	1.79131e-10
7990000;	5.00002e-01;	9.96323e-05;	8.33219e-02;	2.72261e-05;	1.78907e-07;	1.78907e-10
8000000;	5.00003e-01;	9.95102e-05;	8.33207e-02;	2.72195e-05;	1.78683e-07;	1.78683e-10
8010000;	5.00009e-01;	9.95376e-05;	8.33213e-02;	2.71923e-05;	1.78460e-07;	1.78460e-10
8020000;	5.00007e-01;	9.94211e-05;	8.33204e-02;	2.71746e-05;	1.78238e-07;	1.78238e-10
8030000;	5.00007e-01;	9.92979e-05;	8.33211e-02;	2.71496e-05;	1.78016e-07;	1.78016e-10
8040000;	5.00009e-01;	9.91913e-05;	8.33202e-02;	2.71291e-05;	1.77795e-07;	1.77795e-10
8050000;	5.00008e-01;	9.90691e-05;	8.33193e-02;	2.71111e-05;	1.77574e-07;	1.77574e-10
8060000;	5.00006e-01;	9.89860e-05;	8.33196e-02;	2.70791e-05;	1.77354e-07;	1.77354e-10
8070000;	5.00007e-01;	9.88762e-05;	8.33187e-02;	2.70597e-05;	1.77134e-07;	1.77134e-10
8080000;	5.00007e-01;	9.87539e-05;	8.33202e-02;	2.70661e-05;	1.76915e-07;	1.76915e-10
8090000;	5.00004e-01;	9.86719e-05;	8.33211e-02;	2.70469e-05;	1.76697e-07;	1.76697e-10
8100000;	5.00002e-01;	9.85752e-05;	8.33210e-02;	2.70135e-05;	1.76479e-07;	1.76479e-10
8110000;	4.99998e-01;	9.85375e-05;	8.33219e-02;	2.69948e-05;	1.76261e-07;	1.76261e-10
8120000;	4.99995e-01;	9.84636e-05;	8.33220e-02;	2.69615e-05;	1.76044e-07;	1.76044e-10
8130000;	4.99994e-01;	9.83480e-05;	8.33220e-02;	2.69284e-05;	1.75827e-07;	1.75827e-10
8140000;	4.99994e-01;	9.82273e-05;	8.33237e-02;	2.69446e-05;	1.75612e-07;	1.75612e-10
8150000;	4.99993e-01;	9.81091e-05;	8.33235e-02;	2.69123e-05;	1.75396e-07;	1.75396e-10
8160000;	4.99997e-01;	9.80581e-05;	8.33235e-02;	2.68794e-05;	1.75181e-07;	1.75181e-10
8170000;	5.00001e-01;	9.80124e-05;	8.33244e-02;	2.68620e-05;	1.74967e-07;	1.74967e-10
8180000;	5.00003e-01;	9.79177e-05;	8.33230e-02;	2.68652e-05;	1.74753e-07;	1.74753e-10
8190000;	5.00001e-01;	9.78135e-05;	8.33250e-02;	2.69044e-05;	1.74540e-07;	1.74540e-10
8200000;	5.00004e-01;	9.77333e-05;	8.33259e-02;	2.68866e-05;	1.74327e-07;	1.74327e-10
8210000;	5.00001e-01;	9.76610e-05;	8.33256e-02;	2.68552e-05;	1.74114e-07;	1.74114e-10
8220000;	5.00006e-01;	9.76693e-05;	8.33263e-02;	2.68304e-05;	1.73903e-07;	1.73903e-10
8230000;	5.00005e-01;	9.75562e-05;	8.33253e-02;	2.68158e-05;	1.73691e-07;	1.73691e-10
8240000;	5.00003e-01;	9.74535e-05;	8.33245e-02;	2.67944e-05;	1.73481e-07;	1.73481e-10
8250000;	5.00007e-01;	9.74126e-05;	8.33240e-02;	2.67661e-05;	1.73271e-07;	1.73271e-10
8260000;	5.00009e-01;	9.73135e-05;	8.33246e-02;	2.67402e-05;	1.73061e-07;	1.73061e-10
8270000;	5.00012e-01;	9.72313e-05;	8.33248e-02;	2.67084e-05;	1.72852e-07;	1.72852e-10
8280000;	5.00012e-01;	9.71140e-05;	8.33248e-02;	2.66762e-05;	1.72644e-07;	1.72644e-10
8290000;	5.00012e-01;	9.69973e-05;	8.33235e-02;	2.66734e-05;	1.72436e-07;	1.72436e-10
8300000;	5.00016e-01;	9.69527e-05;	8.33235e-02;	2.66412e-05;	1.72229e-07;	1.72229e-10
8310000;	5.00012e-01;	9.69257e-05;	8.33252e-02;	2.66615e-05;	1.72022e-07;	1.72022e-10
8320000;	5.00005e-01;	9.70136e-05;	8.33231e-02;	2.67124e-05;	1.71815e-07;	1.71815e-10
8330000;	5.00003e-01;	9.69158e-05;	8.33221e-02;	2.66987e-05;	1.71609e-07;	1.71609e-10
8340000;	4.99998e-01;	9.69266e-05;	8.33208e-02;	2.66986e-05;	1.71403e-07;	1.71403e-10
8350000;	5.00002e-01;	9.68814e-05;	8.33204e-02;	2.66704e-05;	1.71198e-07;	1.71198e-10
8360000;	5.00007e-01;	9.68803e-05;	8.33206e-02;	2.66394e-05;	1.70993e-07;	1.70993e-10
8370000;	5.00007e-01;	9.67645e-05;	8.33203e-02;	2.66089e-05;	1.70789e-07;	1.70789e-10
8380000;	5.00017e-01;	9.71383e-05;	8.33194e-02;	2.65927e-05;	1.70586e-07;	1.70586e-10
8390000;	5.00017e-01;	9.70245e-05;	8.33205e-02;	2.65827e-05;	1.70383e-07;	1.70383e-10
8400000;	5.00015e-01;	9.69362e-05;	8.33202e-02;	2.65526e-05;	1.70181e-07;	1.70181e-10
8410000;	5.00018e-01;	9.68774e-05;	8.33208e-02;	2.65274e-05;	1.69979e-07;	1.69979e-10
8420000;	5.00016e-01;	9.67814e-05;	8.33218e-02;	2.65149e-05;	1.69778e-07;	1.69778e-10
8430000;	5.00010e-01;	9.68757e-05;	8.33223e-02;	2.64885e-05;	1.69577e-07;	1.69577e-10
8440000;	5.00012e-01;	9.67952e-05;	8.33231e-02;	2.64682e-05;	1.69376e-07;	1.69376e-10
8450000;	5.00011e-01;	9.66874e-05;	8.33227e-02;	2.64397e-05;	1.69176e-07;	1.69176e-10
8460000;	5.00009e-01;	9.65985e-05;	8.33221e-02;	2.64156e-05;	1.68976e-07;	1.68976e-10
8470000;	5.00008e-01;	9.64911e-05;	8.33220e-02;	2.63844e-05;	1.68777e-07;	1.68777e-10
8480000;	5.00013e-01;	9.65290e-05;	8.33226e-02;	2.63599e-05;	1.68578e-07;	1.68578e-10
8490000;	5.00013e-01;	9.64161e-05;	8.33194e-02;	2.65311e-05;	1.68380e-07;	1.68380e-10
8500000;	5.00013e-01;	9.63035e-05;	8.33195e-02;	2.65003e-05;	1.68182e-07;	1.68182e-10
8510000;	5.00014e-01;	9.61930e-05;	8.33207e-02;	2.64964e-05;	1.67985e-07;	1.67985e-10
8520000;	5.00020e-01;	9.62369e-05;	8.33200e-02;	2.64757e-05;	1.67789e-07;	1.67789e-10
8530000;	5.00022e-01;	9.61663e-05;	8.33190e-02;	2.64615e-05;	1.67594e-07;	1.67594e-10
8540000;	5.00017e-01;	9.62037e-05;	8.33205e-02;	2.64709e-05;	1.67398e-07;	1.67398e-10
8550000;	5.00017e-01;	9.60912e-05;	8.33215e-02;	2.64608e-05;	1.67203e-07;	1.67203e-10
8560000;	5.00017e-01;	9.59798e-05;	8.33213e-02;	2.64313e-05;	1.67008e-07;	1.67008e-10
8570000;	5.00015e-01;	9.59024e-05;	8.33213e-02;	2.64005e-05;	1.66814e-07;	1.66814e-10
8580000;	5.00015e-01;	9.57908e-05;	8.33220e-02;	2.63774e-05;	1.66620e-07;	1.66620e-10
8590000;	5.00013e-01;	9.56987e-05;	8.33223e-02;	2.63483e-05;	1.66426e-07;	1.66426e-10
8600000;	5.00014e-01;	9.56021e-05;	8.33229e-02;	2.63265e-05;	1.66233e-07;	1.66233e-10
8610000;	5.00017e-01;	9.55253e-05;	8.33247e-02;	2.63581e-05;	1.66041e-07;	1.66041e-10
8620000;	5.00013e-01;	9.54785e-05;	8.33243e-02;	2.63318e-05;	1.65849e-07;	1.65849e-10
8630000;	5.00013e-01;	9.53678e-05;	8.33250e-02;	2.63123e-05;	1.65657e-07;	1.65657e-10
8640000;	5.00010e-01;	9.53133e-05;	8.33239e-02;	2.63070e-05;	1.65465e-07;	1.65465e-10
8650000;	5.00009e-01;	9.52176e-05;	8.33252e-02;	2.63124e-05;	1.65274e-07;	1.65274e-10
8660000;	5.00007e-01;	9.51231e-05;	8.33260e-02;	2.62918e-05;	1.65084e-07;	1.65084e-10
8670000;	5.00007e-01;	9.50133e-05;	8.33261e-02;	2.62619e-05;	1.64893e-07;	1.64893e-10
8680000;	5.00004e-01;	9.49401e-05;	8.33258e-02;	2.62334e-05;	1.64703e-07;	1.64703e-10
8690000;	5.00009e-01;	9.49336e-05;	8.33261e-02;	2.62044e-05;	1.64514e-07;	1.64514e-10
8700000;	5.00007e-01;	9.48449e-05;	8.33265e-02;	2.61773e-05;	1.64325e-07;	1.64325e-10
8710000;	5.00009e-01;	9.47764e-05;	8.33267e-02;	2.61484e-05;	1.64136e-07;	1.64136e-10
8720000;	5.00008e-01;	9.46807e-05;	8.33270e-02;	2.61202e-05;	1.63948e-07;	1.63948e-10
8730000;	5.00003e-01;	9.46804e-05;	8.33257e-02;	2.61221e-05;	1.63761e-07;	1.63761e-10
8740000;	5.00006e-01;	9.46177e-05;	8.33262e-02;	2.60969e-05;	1.63573e-07;	1.63573e-10
8750000;	5.00003e-01;	9.45583e-05;	8.33269e-02;	2.60757e-05;	1.63386e-07;	1.63386e-10
8760000;	5.00004e-01;	9.44516e-05;	8.33265e-02;	2.60494e-05;	1.63200e-07;	1.63200e-10
8770000;	5.00003e-01;	9.43441e-05;	8.33252e-02;	2.60503e-05;	1.63014e-07;	1.63014e-10
8780000;	4.99999e-01;	9.43592e-05;	8.33256e-02;	2.60230e-05;	1.62828e-07;	1.62828e-10
8790000;	5.00001e-01;	9.42736e-05;	8.33274e-02;	2.60550e-05;	1.62643e-07;	1.62643e-10
8800000;	4.99996e-01;	9.42649e-05;	8.33271e-02;	2.60264e-05;	1.62458e-07;	1.62458e-10
8810000;	4.99997e-01;	9.41593e-05;	8.33272e-02;	2.59971e-05;	1.62274e-07;	1.62274e-10
8820000;	4.99995e-01;	9.40803e-05;	8.33268e-02;	2.59714e-05;	1.62090e-07;	1.62090e-10
8830000;	4.99995e-01;	9.39754e-05;	8.33276e-02;	2.59536e-05;	1.61906e-07;	1.61906e-10
8840000;	4.99994e-01;	9.38762e-05;	8.33270e-02;	2.59313e-05;	1.61723e-07;	1.61723e-10
8850000;	4.99995e-01;	9.37810e-05;	8.33264e-02;	2.59074e-05;	1.61541e-07;	1.61541e-10
8860000;	4.99997e-01;	9.36877e-05;	8.33266e-02;	2.58788e-05;	1.61358e-07;	1.61358e-10
8870000;	4.99997e-01;	9.35821e-05;	8.33265e-02;	2.58497e-05;	1.61176e-07;	1.61176e-10
8880000;	4.99996e-01;	9.34870e-05;	8.33273e-02;	2.58317e-05;	1.60995e-07;	1.60995e-10
8890000;	4.99995e-01;	9.33825e-05;	8.33263e-02;	2.58206e-05;	1.60814e-07;	1.60814e-10
8900000;	4.99998e-01;	9.33141e-05;	8.33257e-02;	2.57988e-05;	1.60633e-07;	1.60633e-10
8910000;	5.00000e-01;	9.32366e-05;	8.33257e-02;	2.57699e-05;	1.60453e-07;	1.60453e-10
8920000;	5.00004e-01;	9.32241e-05;	8.33238e-02;	2.58112e-05;	1.60273e-07;	1.60273e-10
8930000;	5.00004e-01;	9.31230e-05;	8.33223e-02;	2.58253e-05;	1.60094e-07;	1.60094e-10
8940000;	5.00007e-01;	9.30852e-05;	8.33226e-02;	2.57979e-05;	1.59915e-07;	1.59915e-10
8950000;	5.00009e-01;	9.30056e-05;	8.33234e-02;	2.57815e-05;	1.59736e-07;	1.59736e-10
8960000;	5.00013e-01;	9.29888e-05;	8.33238e-02;	2.57555e-05;	1.59558e-07;	1.59558e-10
8970000;	5.00015e-01;	9.29092e-05;	8.33242e-02;	2.57301e-05;	1.59381e-07;	1.59381e-10
8980000;	5.00021e-01;	9.29580e-05;	8.33243e-02;	2.57018e-05;	1.59204e-07;	1.59204e-10
8990000;	5.00020e-01;	9.28584e-05;	8.33243e-02;	2.56733e-05;	1.59028e-07;	1.59028e-10
9000000;	5.00021e-01;	9.27709e-05;	8.33259e-02;	2.56954e-05;	1.58853e-07;	1.58853e-10
9010000;	5.00029e-01;	9.29979e-05;	8.33263e-02;	2.56710e-05;	1.58678e-07;	1.58678e-10
9020000;	5.00028e-01;	9.29021e-05;	8.33256e-02;	2.56536e-05;	1.58504e-07;	1.58504e-10
9030000;	5.00026e-01;	9.28203e-05;	8.33252e-02;	2.56273e-05;	1.58330e-07;	1.58330e-10
9040000;	5.00022e-01;	9.28317e-05;	8.33260e-02;	2.56097e-05;	1.58156e-07;	1.58156e-10
9050000;	5.00019e-01;	9.27576e-05;	8.33275e-02;	2.56251e-05;	1.57982e-07;	1.57982e-10
9060000;	5.00016e-01;	9.27269e-05;	8.33278e-02;	2.55994e-05;	1.57808e-07;	1.57808e-10
9070000;	5.00021e-01;	9.27767e-05;	8.33274e-02;	2.55758e-05;	1.57635e-07;	1.57635e-10
9080000;	5.00019e-01;	9.26949e-05;	8.33274e-02;	2.55477e-05;	1.57462e-07;	1.57462e-10
9090000;	5.00021e-01;	9.26255e-05;	8.33279e-02;	2.55246e-05;	1.57290e-07;	1.57290e-10
9100000;	5.00021e-01;	9.25237e-05;	8.33282e-02;	2.54979e-05;	1.57118e-07;	1.57118e-10
9110000;	5.00022e-01;	9.24245e-05;	8.33290e-02;	2.54809e-05;	1.56947e-07;	1.56947e-10
9120000;	5.00023e-01;	9.23259e-05;	8.33293e-02;	2.54550e-05;	1.56776e-07;	1.56776e-10
9130000;	5.00022e-01;	9.22287e-05;	8.33287e-02;	2.54341e-05;	1.56605e-07;	1.56605e-10
9140000;	5.00019e-01;	9.21714e-05;	8.33298e-02;	2.54322e-05;	1.56435e-07;	1.56435e-10
9150000;	5.00022e-01;	9.21004e-05;	8.33304e-02;	2.54099e-05;	1.56265e-07;	1.56265e-10
9160000;	5.00020e-01;	9.20101e-05;	8.33304e-02;	2.53822e-05;	1.56095e-07;	1.56095e-10
9170000;	5.00020e-01;	9.19109e-05;	8.33304e-02;	2.53545e-05;	1.55926e-07;	1.55926e-10
9180000;	5.00023e-01;	9.18750e-05;	8.33307e-02;	2.53278e-05;	1.55757e-07;	1.55757e-10
9190000;	5.00024e-01;	9.17773e-05;	8.33313e-02;	2.53080e-05;	1.55589e-07;	1.55589e-10
9200000;	5.00026e-01;	9.17110e-05;	8.33330e-02;	2.53368e-05;	1.55421e-07;	1.55421e-10
9210000;	5.00029e-01;	9.16446e-05;	8.33331e-02;	2.53098e-05;	1.55254e-07;	1.55254e-10
9220000;	5.00031e-01;	9.15842e-05;	8.33329e-02;	2.52833e-05;	1.55088e-07;	1.55088e-10
9230000;	5.00032e-01;	9.14914e-05;	8.33322e-02;	2.52661e-05;	1.54922e-07;	1.54922e-10
9240000;	5.00035e-01;	9.14178e-05;	8.33314e-02;	2.52496e-05;	1.54757e-07;	1.54757e-10
9250000;	5.00033e-01;	9.13317e-05;	8.33326e-02;	2.52485e-05;	1.54592e-07;	1.54592e-10
9260000;	5.00032e-01;	9.12410e-05;	8.33327e-02;	2.52217e-05;	1.54427e-07;	1.54427e-10
9270000;	5.00029e-01;	9.11930e-05;	8.33314e-02;	2.52280e-05;	1.54263e-07;	1.54263e-10
9280000;	5.00031e-01;	9.11090e-05;	8.33305e-02;	2.52189e-05;	1.54098e-07;	1.54098e-10
9290000;	5.00027e-01;	9.10821e-05;	8.33299e-02;	2.51979e-05;	1.53934e-07;	1.53934e-10
9300000;	5.00029e-01;	9.10195e-05;	8.33302e-02;	2.51721e-05;	1.53770e-07;	1.53770e-10
9310000;	5.00033e-01;	9.09805e-05;	8.33301e-02;	2.51451e-05;	1.53608e-07;	1.53608e-10
9320000;	5.00034e-01;	9.08940e-05;	8.33297e-02;	2.51213e-05;	1.53445e-07;	1.53445e-10
9330000;	5.00029e-01;	9.09379e-05;	8.33315e-02;	2.51544e-05;	1.53283e-07;	1.53283e-10
9340000;	5.00031e-01;	9.08531e-05;	8.33313e-02;	2.51277e-05;	1.53120e-07;	1.53120e-10
9350000;	5.00024e-01;	9.09992e-05;	8.33320e-02;	2.51092e-05;	1.52958e-07;	1.52958e-10
9360000;	5.00023e-01;	9.09109e-05;	8.33325e-02;	2.50884e-05;	1.52796e-07;	1.52796e-10
9370000;	5.00020e-01;	9.08549e-05;	8.33308e-02;	2.51192e-05;	1.52633e-07;	1.52633e-10
9380000;	5.00020e-01;	9.07590e-05;	8.33275e-02;	2.53146e-05;	1.52472e-07;	1.52472e-10
9390000;	5.00018e-01;	9.06917e-05;	8.33270e-02;	2.52920e-05;	1.52310e-07;	1.52310e-10
9400000;	5.00014e-01;	9.06658e-05;	8.33260e-02;	2.52842e-05;	1.52148e-07;	1.52148e-10
9410000;	5.00016e-01;	9.05866e-05;	8.33247e-02;	2.52912e-05;	1.51987e-07;	1.51987e-10
9420000;	5.00019e-01;	9.05194e-05;	8.33240e-02;	2.52755e-05;	1.51826e-07;	1.51826e-10
9430000;	5.00016e-01;	9.04632e-05;	8.33240e-02;	2.52487e-05;	1.51666e-07;	1.51666e-10
9440000;	5.00021e-01;	9.05012e-05;	8.33247e-02;	2.52325e-05;	1.51506e-07;	1.51506e-10
9450000;	5.00023e-01;	9.04271e-05;	8.33257e-02;	2.52257e-05;	1.51347e-07;	1.51347e-10
9460000;	5.00028e-01;	9.04829e-05;	8.33274e-02;	2.52558e-05;	1.51189e-07;	1.51189e-10
9470000;	5.00026e-01;	9.04061e-05;	8.33268e-02;	2.52354e-05;	1.51030e-07;	1.51030e-10
9480000;	5.00022e-01;	9.04176e-05;	8.33280e-02;	2.52357e-05;	1.50872e-07;	1.50872e-10
9490000;	5.00024e-01;	9.03455e-05;	8.33277e-02;	2.52115e-05;	1.50714e-07;	1.50714e-10
9500000;	5.00027e-01;	9.03149e-05;	8.33258e-02;	2.52571e-05;	1.50557e-07;	1.50557e-10
9510000;	5.00028e-01;	9.02205e-05;	8.33267e-02;	2.52487e-05;	1.50401e-07;	1.50401e-10
9520000;	5.00031e-01;	9.02096e-05;	8.33252e-02;	2.52660e-05;	1.50245e-07;	1.50245e-10
9530000;	5.00027e-01;	9.02382e-05;	8.33257e-02;	2.52438e-05;	1.50088e-07;	1.50088e-10
9540000;	5.00026e-01;	9.01497e-05;	8.33261e-02;	2.52206e-05;	1.49933e-07;	1.49933e-10
9550000;	5.00032e-01;	9.02531e-05;	8.33266e-02;	2.51983e-05;	1.49778e-07;	1.49778e-10
9560000;	5.00029e-01;	9.01837e-05;	8.33267e-02;	2.51721e-05;	1.49623e-07;	1.49623e-10
9570000;	5.00032e-01;	9.01297e-05;	8.33265e-02;	2.51460e-05;	1.49469e-07;	1.49469e-10
