Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
            2.89;	4.6584e-05;	0.000208289;	0.106386;	7.37588e-05;	0.691433;	0.000709395;	-0.332935;	7.67435e-05
            2.90;	4.8744e-05;	0.000207619;	0.105757;	7.32374e-05;	0.687403;	0.000702112;	-0.331883;	7.62347e-05
            2.91;	6.4032e-05;	0.000206771;	0.105124;	7.30974e-05;	0.683346;	0.00069488;	-0.330837;	7.65184e-05
            2.92;	4.772e-05;	0.000206145;	0.104494;	7.22184e-05;	0.679409;	0.000689262;	-0.329787;	7.64738e-05
            2.93;	6.2104e-05;	0.000205175;	0.103852;	7.1656e-05;	0.675459;	0.000686116;	-0.328742;	7.63733e-05
            2.94;	4.6552e-05;	0.000203897;	0.103218;	7.12183e-05;	0.67168;	0.000681895;	-0.327711;	7.62488e-05
            2.95;	5.1656e-05;	0.000204256;	0.102601;	7.0076e-05;	0.667889;	0.000679923;	-0.326688;	7.56898e-05
            2.96;	3.7096e-05;	0.000203689;	0.101993;	6.99108e-05;	0.664133;	0.000677514;	-0.325671;	7.60673e-05
            2.97;	1.2192e-05;	0.000202965;	0.10137;	6.89512e-05;	0.660397;	0.000669818;	-0.324648;	7.56627e-05
            2.98;	-1.1584e-05;	0.000202443;	0.100758;	6.8573e-05;	0.65665;	0.000666556;	-0.323635;	7.56118e-05
            2.99;	-7.296e-06;	0.000201244;	0.100169;	6.78749e-05;	0.653027;	0.000659635;	-0.322625;	7.59352e-05
            3.00;	-5.672e-06;	0.000200807;	0.0995636;	6.78446e-05;	0.649412;	0.000650825;	-0.321619;	7.61924e-05
