Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
2.07;	0.00022328;	0.000490371;	0.186839;	0.000293399;	1.26828;	0.00261243;	-0.448881;	0.000177008
2.08;	-0.000558;	0.000538277;	0.185148;	0.000304401;	1.2572;	0.00244022;	-0.447066;	0.00018372
2.09;	-0.00054712;	0.000537589;	0.18392;	0.000316569;	1.24115;	0.00250255;	-0.445146;	0.0001734
2.10;	0.00022012;	0.000430826;	0.182509;	0.000314696;	1.23313;	0.00244473;	-0.443308;	0.000169717
2.11;	0.00069752;	0.00049173;	0.181143;	0.000305249;	1.22043;	0.00247471;	-0.441337;	0.000179126
2.12;	-0.00068208;	0.00053228;	0.179767;	0.0002619;	1.21364;	0.00239787;	-0.439613;	0.00018143
2.13;	0.00091;	0.000455907;	0.178466;	0.000267193;	1.20135;	0.00257542;	-0.43778;	0.000169863
2.14;	0.00037036;	0.000484795;	0.177054;	0.000269516;	1.19139;	0.00251363;	-0.435956;	0.000180078
2.15;	-0.00021028;	0.000552474;	0.17602;	0.000274691;	1.18037;	0.00241069;	-0.434261;	0.000166701
2.16;	-0.00013788;	0.000398057;	0.174695;	0.000247488;	1.16946;	0.0023503;	-0.432501;	0.000182553
2.17;	-0.00063308;	0.000483162;	0.173294;	0.000250843;	1.15795;	0.00233711;	-0.430739;	0.000178551
2.18;	0.000378;	0.000516622;	0.171973;	0.000241144;	1.15051;	0.00227643;	-0.42905;	0.000171809
2.19;	-0.00022764;	0.000489721;	0.170569;	0.000206824;	1.13846;	0.00207846;	-0.4274;	0.000173404
2.20;	0.00043784;	0.000438989;	0.169437;	0.000212763;	1.12811;	0.00209262;	-0.425721;	0.000179941
2.21;	-9.888e-05;	0.000427166;	0.168052;	0.000242877;	1.11889;	0.00204685;	-0.423922;	0.00017214
2.22;	0.00084884;	0.000487978;	0.167123;	0.000252301;	1.11123;	0.00222638;	-0.422353;	0.000176056
2.23;	-3.712e-05;	0.000498477;	0.165784;	0.000230924;	1.1001;	0.00209624;	-0.420679;	0.000177541
2.24;	-0.00037604;	0.000459866;	0.164496;	0.000235849;	1.09201;	0.00213349;	-0.419016;	0.000170814
2.25;	0.00021404;	0.000489103;	0.163313;	0.000234753;	1.08133;	0.00235068;	-0.417415;	0.000160653
2.26;	-0.00047;	0.000443122;	0.16209;	0.000241212;	1.07374;	0.00207775;	-0.415805;	0.000160364
2.27;	-4.096e-05;	0.000448655;	0.160934;	0.000254507;	1.06295;	0.00230968;	-0.414135;	0.000164153
2.28;	-0.0006764;	0.000475588;	0.159551;	0.00024394;	1.05656;	0.00206612;	-0.412527;	0.000163381
2.29;	-0.00023308;	0.000426315;	0.15847;	0.000245418;	1.04657;	0.00215641;	-0.410948;	0.000163138
2.30;	0.0010496;	0.000440227;	0.157232;	0.000264019;	1.03794;	0.00210848;	-0.409381;	0.000165795
2.31;	0.00047852;	0.000486448;	0.156326;	0.000251223;	1.03133;	0.00200874;	-0.407922;	0.000155589
2.32;	0.00024496;	0.000393957;	0.155301;	0.000256767;	1.02485;	0.0021192;	-0.406242;	0.000162904
2.33;	9.652e-05;	0.000399204;	0.154164;	0.000252535;	1.01728;	0.0020721;	-0.404705;	0.000161317
2.34;	0.00059572;	0.000430439;	0.153067;	0.000248506;	1.00527;	0.00213105;	-0.403208;	0.000163306
2.35;	4.88e-06;	0.000430447;	0.152108;	0.000253086;	0.996803;	0.00196017;	-0.401744;	0.000151011
2.36;	-0.00016216;	0.000396101;	0.150951;	0.000243803;	0.988835;	0.00202347;	-0.400281;	0.000144621
2.37;	0.0006002;	0.000477485;	0.149791;	0.00024626;	0.983308;	0.00181987;	-0.398719;	0.000140812
2.38;	-0.00067432;	0.000448781;	0.148799;	0.000244793;	0.9744;	0.00229759;	-0.397295;	0.000138724
2.39;	-0.00070316;	0.000452979;	0.147853;	0.000260942;	0.965088;	0.00180406;	-0.395747;	0.000134232
2.40;	0.00031552;	0.000428511;	0.146772;	0.000242097;	0.958627;	0.00223987;	-0.394277;	0.000139773
2.41;	-0.00011376;	0.000465263;	0.14586;	0.000243522;	0.948906;	0.00193001;	-0.392767;	0.000138397
2.42;	0.00018312;	0.000478499;	0.144918;	0.000226654;	0.941903;	0.00184957;	-0.391342;	0.000148702
2.43;	-0.00020024;	0.000369711;	0.144033;	0.000211197;	0.93595;	0.0014421;	-0.389833;	0.000151615
2.44;	-0.0007278;	0.000426567;	0.142926;	0.00020385;	0.929271;	0.00166088;	-0.388395;	0.000156838
2.45;	-0.00029008;	0.000429022;	0.142002;	0.000214458;	0.923327;	0.00188767;	-0.387034;	0.000163405
2.46;	0.0002356;	0.000371349;	0.140753;	0.000202066;	0.916091;	0.00165083;	-0.385596;	0.000163212
